query,recipe_id,recipe_name,Relevance,
sugar,11029,Easy Homemade Brown Sugar,5,
sugar,50956,Single Serving Broiled Figs,4,
sugar,11484,Chocolate Powdered Sugar,5,
sugar,36264,Cranberry-Apple Punch,4,
sugar,16142,Broiled Grapefruit,3,
sugar,954,English Muffins Topped With Bananas and Cinnamon Sugar.,5,
sugar,54672,Easy Southern Peach Cobbler,5,
sugar,40248,Connie's Candied Cranberries,5,
sugar,2711,Homemade Lemonade,4,
sugar,12724,Lemon or Lime Shaved Ice,4,
sugar,47248,Gooey Chocolate Cake,4,
sugar,5770,Lemonade With Strawberry Ice Cubes,3,
sugar,12550,Pineapple 'carpaccio' With Mint Sugar,5,
sugar,38150,Lemonade is Awesome!,3,
sugar,9274,Strawberry Aqua Fresca,4,
sugar,7439,Caipiroska,3,
sugar,12288,Apple Slices With Cinnamon Sugar,5,
sugar,3599,Black Raspberry Cobbler,4,
sugar,18071,Teatime Sugar Domes,5,
sugar,17230,Lemon Drop Martani,5,
sugar,24866,Homemade Maple Syrup,5,
sugar,47394,Lemon Sorbet,3,
sugar,54219,Aceh Style Cucumber Drink Aka Es Timun Aceh,2,
sugar,11615,Plum Cordial,4,
sugar,31971,Caramelized Bananas,5,
sugar,10551,Stewed Rhubarb With Pineapple,4,
sugar,1869,Sugar - Browned Potatoes,5,
sugar,31720,Sweet Vanilla Soymilk,4,
sugar,29216,Corn Flake Cookies,4,
sugar,18101,Seasoned Vinegar,3,
sugar,2583,Signature Peach Cobbler,4,
sugar,36140,Limeade,4,
sugar,15414,Applesauce Oatmeal Muffins,4,
sugar,41571,Rachel's Lemonade,4,
sugar,6793,Sugared Grapes,5,
sugar,8052,Different Cinnamon Sugar Toast,5,
sugar,11795,Caramel Cream,5,
sugar,30172,Party Mints,5,
sugar,27319,Basic Lemonade,4,
sugar,22862,Easy Cinnamon Rolls With Strudel,4,
sugar,10175,Very Quick and Easy Noodle Kugel,3,
sugar,16115,Banana Muffins,4,
sugar,24983,Pioneer Caramel Dumplings,5,
sugar,44874,Banana Snow Pudding,4,
sugar,56552,Brown Sugar Bread,5,
sugar,10913,The Most Refreshing Lemonade,4,
sugar,35652,Jellies (candy),4,
sugar,1232,Strawberry Agua Fresca,4,
sugar,39580,Raspberry Jam Muffins,4,
sugar,43905,Easy Doughnut Holes,5,
sugar,7262,Date Meringue Bars,3,
sugar,23016,Hot Cranberry Butter,4,
sugar,38065,Pucker up Spritzer,4,
sugar,32555,Syrup for Pancakes or French Toast,5,
sugar,685,Colored Sugar,5,
sugar,25069,Sugar-Dusted Banana Cake,5,
sugar,49615,Maple Rolls,4,
sugar,47480,Deep Dish Apple Pie,4,
sugar,8442,Apple Lemonade,4,
sugar,49827,Gourmet Pears,3,
sugar,25549,Apple Crisp,3,
sugar,26665,Jamie Oliver's Strawberry Jam,3,
sugar,37057,Fruit Cocktail Cake,3,
sugar,12699,Cindy's Sugar Free Homemade Applesauce,0,
sugar,10087,Strawberry  Sour Cream and Brown Sugar &quot;samwishes&quot;,3,
sugar,2717,Chile-Vinegar Sauce,3,
sugar,7723,Jamie Oliver's Pineapple With Bashed-Up Mint Sugar,5,
sugar,8309,Super Easy and Yummy Doughnuts,5,
sugar,15835,Salt-Free Sweetened Rice Vinegar,5,
sugar,8684,Easy Sugar-Dusted Amaretti Biscuits,5,
sugar,37021,Cinnamon Bread &quot;Loaf Cake&quot;,3,
sugar,26500,Fruit-Flavor Marshmallows,5,
sugar,49232,Tootie Fruit Pudding,4,
sugar,19438,Chunky Strawberry Lemonade,4,
sugar,44156,Small Fruit Cobbler,4,
sugar,15715,Basil Lemonade,4,
sugar,23922,Caipirinha,3,
sugar,19025,Strawberries With Sour Cream and Brown Sugar,5,
sugar,43926,Candied Pineapple Wafers,3,
sugar,42821,Icy Fruit Slush,3,
sugar,51978,Another Orange Frosting,4,
sugar,9207,Dad's Apple Crisp,4,
sugar,4607,Kool-Aid Syrup,4,
sugar,15060,Easy Apple Cake,3,
sugar,55792,Bailey's Mousse,3,
sugar,52979,Creme Caramel,4,
sugar,22816,Apple Cobbler,4,
sugar,20719,Bartender's Sugar Syrup,5,
sugar,53164,Caramel Icing,3,
sugar,39006,Heart Shaped Sugar Cubes for Parties,4,
sugar,13097,Caramel Custard,3,
sugar,27085,Old Time Lemonade,3,
sugar,44634,Cinnamon Sugar Apples for the Lunch Box,4,
sugar,13047,Iced Hazelnut Coffee,3,
steak,33825,Honey Tang Steak,5,
steak,29500,Dad's Round Steak,5,
steak,39173,Kid Winner Steak and Tomato,5,
steak,3193,Chicken Fried Steak (Healthy Way),5,
steak,48049,Swiss Steak Stew,5,
steak,26504,Tangy Flank Steak With Horseradish Cream,4,
steak,21958,Bourbon and Brown Sugar Marinated Steak,4,
steak,51,Outback Steakhouse-Style Steak,5,
steak,2249,Ginger &amp; Sesame Marinated Steak,3,
steak,4142,Elk Swiss Steak,4,
steak,22152,Marinated Flank Steak,4,
steak,17263,Grilled Gammom,3,
steak,23647,Pork Steak Gumbo,3,
steak,98,Steak Marinade  Quick and Easy,5,
steak,499,Oven BBQ Pork Steaks,3,
steak,33223,Baked Onion-Mushroom Steak,5,
steak,33498,Braciola - Braciole With Noodles,3,
steak,5969,Swiss Steak in the Crock Pot for Two,5,
steak,2210,Soy Ginger Flank Steak With Garlic,5,
steak,54370,Gravy Steaks,5,
steak,50147,Grilled Coffee Glazed Steak,4,
steak,54165,Crockette Smothered Steak,5,
steak,190,Easy Venison Steaks,5,
steak,45882,Flank Steak Marinade,5,
steak,567,Mexican Steak Milanesa,5,
steak,42094,Peppered Flank Steak With Chive-Buttermilk Mashers,5,
steak,51647,Ginger Garlic Flank Steak,4,
steak,2096,Easy Round Steak With Mushroom Soup Gravy,4,
steak,47552,Grilled Flank Steak With Tomato Avocado and Cucumber,4,
steak,19255,Bite Size Steak,4,
steak,20636,teriyaki marinated flank steak,3,
steak,40214,Coffee-Rubbed Steaks  (Coffee Rub),3,
steak,110,Maple Glazed Ham Steak,5,
steak,15340,Mushroom Steak,5,
steak,22103,Pork Steak Italiano,3,
steak,17079,Broiled Flank Steak With Grilled Champagne Grapes and a Bitter G,4,
steak,48237,New England Stuffed Flank Steak,4,
steak,51450,Flank Steak Teriyaki (Crock Pot),4,
steak,10563,Best Rub for Grilled Steak,4,
steak,3018,Boozy Beef Steaks,4,
steak,57051,East Coast Pepper Steak,3,
steak,41120,Swiss Steak,3,
steak,40007,Baked Ham Steak With Pineapple,4,
steak,6281,Amazing Ginger-Garlic Steak Marinade,4,
steak,19284,BBQ Pork Steak Crock Pot,3,
steak,2195,Bourbon Steak,4,
steak,26248,Slow Cooker/Crock Pot Swiss Steak,4,
steak,6660,Slow Cooker Mongolian Beef,4,
steak,26255,Flank Steak Sandwiches - Cooking Thin,5,
steak,33829,Fajita Steak Marinade,5,
steak,30334,Crock Pot Steak for Breakfast Biscuits,3,
steak,28354,Simple Swiss Steak (Crock Pot),4,
steak,35240,Tuna Steaks with Mango Relish,3,
steak,53920,My Grandmother's Swiss Steak,4,
steak,12820,Citrus Steak,4,
steak,17051,Tomahawk Steak and Sauteed Spinach,4,
steak,8592,Beer Marinated Steaks,4,
steak,52768,Never Fail Steak Marinade,4,
steak,21011,Glazed Ham Steaks,3,
steak,1080,Steak Fingers for Rare Steak Lovers,4,
steak,33042,Grilled Swordfish or Tuna Steaks,3,
steak,22257,Pittsburghgasprices.com Swiss Steak  in the Slow Cooker,5,
steak,13991,Healthy Herb-Pepper Sirloin Steak,4,
steak,51909,Thai Beef Salad Wraps,3,
steak,56291,Steak Sticks,4,
steak,50053,Grilled Halibut,3,
steak,40416,Steak Chili,4,
steak,2897,Outrageous Ham Steak Sauce,4,
steak,55403,Pepper Steak,5,
steak,18388,Christine's Hawaiian Pork Steaks,3,
steak,24391,Potato and Steak Overnight Kugel Aka Yapchik,3,
steak,8501,Steak Creole,4,
steak,25680,Rick's Kentucky Bourbon Steak,3,
steak,54544,Easy Swiss Steak,3,
steak,13881,Tender Flank Steak Taste of Home,4,
steak,19340,Crock Pot Smothered Steak,4,
steak,52589,Easy Marinated London Broil or Flank Steak,4,
steak,8750,Grilled Red Chili Steak,4,
steak,30518,Steak on a Stick,4,
steak,9881,Spoon Tender Round Steak,4,
steak,9022,Swiss Steak (Crock Pot),3,
steak,9217,Hawaiian Ham Steaks,3,
steak,49428,Classic Nantucket-Style Grilled Fish Steaks,3,
steak,49577,Swordfish Steaks With Fruit Salsa,3,
steak,24968,Sarasota's Asian Penne  Steak and Arugula Salad,4,
steak,40522,Chinese Pepper Steak,5,
steak,19260,Spicy Steak Marinade,4,
steak,21007,Honey Lime Tuna Steaks,4,
steak,35702,Chinese Pepper Steak,5,
steak,38054,Chipotle Flank Steak Tacos With Pineapple Salsa,4,
steak,7836,Healthy Lite Steak Salad,3,
steak,26560,Mama's Vegetable Steak,2,
steak,19747,Oven Delicious Pork Steaks,3,
steak,23864,Crock Pot Steak and Chili Roll-Ups,3,
steak,40176,Steak Marinade,4,
steak,20355,Busy Day Beef Pot Pie,4,
steak,27268,Beef Steak Provencale,4,
steak,24985,Fajita Pasta,3,
steak,32282,Stripped Steak,4,
steak,44157,Black Pepper Tea Rub for Steaks,4,
steak,4592,Easy Roasted Potato Crisps,1,
steak,38079,Grilled Tuna With Strawberry Kiwi Salsa,3,
steak,38569,Steak Marinade,4,
steak,22694,Herb-crusted Halibut,2,
steak,43120,Food Network Oyster Sauce Stir Fry,3,
steak,33967,Healthy Tuna Steak  Rice and Veg,3,
steak,51845,Steak and Onion in a Jacket,4,
steak,46134,Panfried Flank Steak With Mushroom Ragout,3,
steak,45793,Beef Fajitas,4,
steak,15040,So Southern Chicken-Fried Steak,3,
apple,40092,Prairiemiss Apple Salad,5,
apple,31915,Apple Surprise,4,
apple,5080,Not My Mom's Carrot/Raisin/Apple Salad,3,
apple,36946,Slow Cooker Pork &amp; Apples,4,
apple,28698,Gluten Free Cinna-Baked Apples,4,
apple,33188,Apple Oatmeal Shake,5,
apple,12592,Apple Zinger Juice,5,
apple,37243,Baked Apples With Maple and Granola,5,
apple,28638,Baked Apples and Cranberry Sauce,4,
apple,46655,Our Famous Apple Butter - Sugar Free,5,
apple,15366,Cinnamon Apples,4,
apple,6630,Apple Chips,5,
apple,23620,Big Apple,3,
apple,48053,Apple Celery Juice (Cold Fighter),4,
apple,50325,Roasted Apple Butter,5,
apple,41056,Fried Apples,5,
apple,49561,Easy Spiced Apples,5,
apple,22632,Baked Caramel Apples,4,
apple,54407,Campfire Caramel Apples,4,
apple,25576,Chef-Boy-I-Be-Illinois' Maple Stewed Apples,5,
apple,52856,Sugar Free Applesauce,5,
apple,56471,Oven Apple Butter,5,
apple,21482,Pink Applesauce,5,
apple,11634,Apple Pie Shake,5,
apple,33218,Baked Apples and Sweet Potatoes,4,
apple,3202,Apple Snack - Low Calorie,5,
apple,13798,Apple Pumpkin Dessert,5,
apple,22761,Stuffed Whole Apple Crisp,5,
apple,24465,Orange and Green Apple Spa Water,4,
apple,40829,Maple Baked Apples,5,
apple,20827,Applesauce,5,
apple,23132,Stuffed Apples,5,
apple,39625,Black Currant-Apple Iced Tea,4,
apple,56585,Amish Boiled Apple Dumplings,5,
apple,1891,Green Apple Sorbet,5,
apple,977,Crock Pot Caramel Apples,5,
apple,20698,Roasted Apples With Fig &amp; Hazelnut Stuffing,5,
apple,45286,Country Caramel Apples Around the Campfire,5,
apple,2863,Basic Applesauce,5,
apple,11649,Apple Orchard Punch,5,
apple,15977,Ontario Baked Apples,5,
apple,4755,Apple Orchard Punch,5,
apple,10116,Nanna's Apple Pudding,5,
apple,30695,Cinnamon-Roasted Apples,4,
apple,29359,Camping Sweet Roasted Apples,5,
apple,52482,Mincemeat  Baked Apples,4,
apple,759,Dried Apple Pie,5,
apple,15652,Caramel Apples,4,
apple,48512,Stuffed Apples With Maple Sauce,5,
apple,52205,Quick N' Easy ( Also Very Yummy!) Baked Apples,5,
apple,23228,Scalloped Apples,5,
apple,8433,Apple Sauce,5,
apple,50249,Baked Apples,5,
apple,11610,Applesauce,5,
apple,6756,Baked Apples in Microwave,5,
apple,30207,Apple Crisp,5,
apple,17874,Croatian Apple Sauce (From1888.),5,
apple,42723,Brandy or Jack Daniels Baked Apples,4,
apple,56564,Baked Cinnamon Apple,5,
apple,16803,Dutch Oven Apple Butter,4,
apple,2049,Apple Carrot Juice,4,
apple,5799,Sweet Potato- Apple Casserole,4,
apple,12901,Honey-Baked Apples,5,
apple,39392,Apple Flowers,4,
apple,43121,Walking Safari Salad,3,
apple,51407,Candied Cinnamon Apples,4,
apple,47376,Carrot Apple Salad,4,
apple,37655,Cranberry-Walnut Baked Apples,4,
apple,56120,Hete Bliksem or Hot Lightning,3,
apple,30669,Spinach Apple Salad,4,
apple,29901,Baked Apple,4,
apple,10081,Baked Cinnamon Apples,4,
apple,27697,Peanut Butter Apple Treat,4,
apple,17879,Skippy Apple Crumble,4,
apple,38066,Grandma's Apple Dumplings,5,
apple,31223,Farmhouse Cranberry Applesauce for the Holiday Table,4,
apple,12307,Cranberry-Apple Spritzer,5,
apple,4443,Toffeed Apples,5,
apple,23246,Caramel Apple Smoothie,5,
apple,50943,Apple Cider Syrup,4,
apple,39757,Fbd Apple-Almond Oatmeal,4,
apple,47148,Apple Dumplings,4,
apple,30020,Apple-No-Pie-Cake,5,
apple,19976,Apple Crunch,5,
apple,15193,Wicklewood's Cinnamon and Apple Quinoa,4,
apple,14317,Apple Cinnamon Oatmeal Porridge,4,
apple,26015,Applesauce With Strawberries,4,
apple,48287,Apple Explosion (Apple Sauce),5,
apple,47839,Ginger Baked Apples Stuffed With Raisins and Toasted Walnuts,4,
apple,48236,Weight Watchers Simple Apple Salad - 3 Points,3,
apple,23769,Sauteed Apple Rings,5,
apple,34698,4 Minute Microwave Apricot Apples,5,
apple,43313,Baked Apples With Caramel Oat Filling,5,
apple,24487,Carrot and Apple Slaw,4,
apple,41591,Favourite Apple Butter,4,
apple,13238,Baked Apples in Maple Syrup,4,
apple,47531,Apple Chutney,5,
apple,2121,Southern Crock Pot Apple Butter,4,
apple,10177,Baked Apples (With Chopped Hazelnuts),5,
apple,56532,Baked Apple Rings,5,
apple,28014,Apple Yogurt Shake,5,
apple,28708,No Sugar Apple Pie,5,
apple,43094,Juice Away .. Carrot- Apple Juice,4,
apple,3014,Healthy Low Fat Apple and Oatmeal Muffins,3,
apple,1603,Russian Apple Pie,5,
apple,19455,Cinnamon Breakfast Apples,4,
apple,11845,Simple Baked Apples,5,
apple,55823,Apple Pudding,5,
apple,23221,Hot Buttered Apples,5,
apple,43788,Baked Apples,5,
orange,36338,Low-Fat Orange Dessert Cups,5,
orange,26030,Mandarin Orange Dessert Salad,5,
orange,15769,Triple Orange Slush,5,
orange,38875,Orange Sauce,5,
orange,53176,Fluffy Orange Syllabub,4,
orange,3881,Orange Sorbet,5,
orange,11696,Orange-Creamsicle Cooler,5,
orange,4321,Cinnamony Sweet Moroccan Orange Salad,4,
orange,34479,Mandarin Orange Angel Food Cake,4,
orange,6798,Cinnamon Oranges,5,
orange,22203,Yogurt and Orange Drink,4,
orange,55837,Dark Chocolate Covered Candied Orange Peels,4,
orange,23759,Orange and Date Salad,5,
orange,27323,Orange Sherbet Salad,5,
orange,18778,Orange Tea,5,
orange,18598,Orange Pineapple Salad,4,
orange,55600,Orange Dreamsicle Punch,5,
orange,24989,Cinnamon Orange,4,
orange,13187,Any Time Orange Smoothie,5,
orange,581,Easy Orange Marmalade,5,
orange,30354,Mandarin Orange Dessert,5,
orange,40083,Orange Dessert,5,
orange,20597,Orange Sherbet Jello,5,
orange,11720,Mandarin Orange Jello,5,
orange,31508,Simple Oranges,5,
orange,26222,Orange Blossom,4,
orange,28249,Non-Alcoholic  Punch - Great for New Year's Eve,3,
orange,24148,2 Ingerdient Orange Slushies,4,
orange,4776,Refreshing Fresh Fruit Salad,3,
orange,56006,Orange Butter Syrup,5,
orange,17883,Luella's Orange Salad,5,
orange,47728,Sugar Free Orange Salad Mold,4,
orange,7200,Monkey Shake,3,
orange,7492,Orange Salmon,4,
orange,14319,Chinese Black Rice Orange and Avocado Salad,4,
orange,2532,Orange Ice Cream Soda,5,
orange,6040,Orange Cream Slush,5,
orange,39689,Orange Creamsicle Cocktail,5,
orange,11089,Morir Sonando Spanish Orange Shake,4,
orange,39440,Three Orange Strawberry  Salad,5,
orange,49284,Orange Pineapple Cooler,5,
orange,29172,Muriel's Orange Jello Dessert,5,
orange,35341,Mandarin Orange Dessert,4,
orange,4471,Jack-O'-Lantern Oranges,4,
orange,40493,Ginger Orange Mocktails,4,
orange,23672,Cool Mandarin Dessert,3,
orange,25912,Orange Slice Jello Shots,5,
orange,7374,Strawberries and Oranges in Syrup,4,
orange,52387,Orange Jelly,5,
orange,21265,Orange Sherbet Salad,5,
orange,26092,Creamy Orange Gelatin,4,
orange,18284,Sunflower Orange Spinach Salad,4,
orange,51701,Raspberry Orange Sunrises,4,
orange,45929,Orange and Carrot Salad,4,
orange,16170,Triple Orange Jello Salad,5,
orange,55376,Blood-Orange Rum Punch,5,
orange,43089,Unbelievable Orange Fluff Salad,5,
orange,43889,Citrus Pasta Salad,3,
orange,13976,Orange Tomato Cucumber Salad With Orange and Maple Dressing,4,
orange,44000,Triple Orange Angel Food Cake,5,
orange,39611,Orange Tea Crush,5,
orange,7768,Yams in Orange Shells,5,
orange,46616,Mango-Orange Drink,4,
orange,51978,Another Orange Frosting,4,
orange,27589,Orange Walnut  Coffee Cake With Orange Glaze,5,
orange,28083,Whole Foods Orange Cashew Rice,5,
orange,39760,Orange Jell-O Salad,5,
orange,24003,Orange Sherbet Salad,4,
orange,25118,Whiskey & Orange Punch,4,
orange,49456,Carrot Orange Salad,4,
orange,32030,Orange Dream Cups (Oamc),5,
orange,17626,Cranberry Blueberry Sauce,4,
orange,10226,Cranberry Orange Bread With Orange Butter Glaze,5,
orange,12931,Refreshing Orange Dessert,5,
orange,24465,Orange and Green Apple Spa Water,4,
orange,7822,Triple Orange Layer Trifle,4,
orange,41201,Ginger Orange Cranberry Sauce,4,
orange,27492,Health-Nut Smoothie,3,
orange,7248,Way Too Easy Cranberry/Orange Relish,3,
orange,54537,Orange Salad With Black Olives,4,
orange,55675,Tropical Chocolate Orange Ice Milk,4,
orange,40217,Keepa Orange Jelly and Baskets,4,
orange,40619,Mango Madras,3,
orange,8482,Orange You a Peach!,4,
orange,11462,Orange Mexican Soda,5,
orange,24463,Orange Breeze,5,
orange,4354,Brazilian Orange Salad,4,
orange,26709,Berry Fruitful Morning!,3,
orange,19648,Orange Rice,5,
orange,25953,Orange Sherbet Punch,5,
orange,8235,Chilled Avocado Orange Soup,4,
orange,48153,Orange Fruit Cups,4,
orange,3392,Light Chocolate Fudge Orange Cream Pudding,4,
orange,13414,Busy Day Salad,3,
orange,38756,Sparkling Cranberry Kiss  Taste of Home,3,
orange,23141,Orange Salad,4,
orange,30855,Orange Date Muffins,5,
orange,13165,Rum Refresher,2,
orange,53515,Cranberry Relish,3,
orange,32061,Pointsettia,3,
orange,30805,Creamy Orange Sherbet Punch,4,
orange,42580,Spiced Candied/Crystallized Orange Rind,4,
orange,28439,Healthy and Delicious Orange Smoothie,4,
orange,52855,Banana-Orange Frosted,3,
orange,19306,Moroccan Orange Salad,4,
orange,39734,Frosty Mandarin Dessert,3,
orange,18647,Anti's,3,
orange,50412,Cranberry Apple Orange Relish,3,
orange,6795,Sliced Oranges in Syrup,4,
orange,27218,State Fair Lemon-Orange Shakeups,4,
lettuce,34170,Wilted Lettuce Salad,4,
lettuce,4456,Avocado Salad Lettuce Wraps,4,
lettuce,51948,Ham  Lettuce &amp; Vegemite Sandwich,4,
lettuce,54286,Lettuce Soup--Mexican Recipe,4,
lettuce,2503,Salata Marouli (Romaine Lettuce Salad),4,
lettuce,9951,Pea and Lettuce Soup,4,
lettuce,18325,My Mac’s House Salad,4,
lettuce,46794,Lettuce Salad Supreme,5,
lettuce,13102,Extra Spicy Refried Beans with Lettuce  Tomato  and Lime,4,
lettuce,10442,Fruit &amp; Greens Salad,4,
lettuce,9318,Kamuela Tomato Salad,4,
lettuce,49599,Spicy Stir Fried Lettuce,5,
lettuce,42430,Bell Peppers and Pineapple Salad,3,
lettuce,39922,And Another 1950s Picture Salad:  Easter Bunny Salad,3,
lettuce,46226,Peanut Butter  Lettuce and Tomato Sandwich,4,
lettuce,12716,Summer Salad,3,
lettuce,41869,Asian Chicken Lettuce Wraps,4,
lettuce,23862,Tuna Salsa Salad,3,
lettuce,30145,Cottage Salad,4,
lettuce,29947,My Cream of Lettuce Soup,5,
lettuce,55386,Southwest Scallops in Lettuce Cups,5,
lettuce,24349,Tropical Fruit Salad Strata,3,
lettuce,48163,Fruit Strata Salad,3,
lettuce,6379,French-style Peas,3,
lettuce,25395,Avocado-Olive Salad,3,
lettuce,45731,Healthy Taco Salad,3,
lettuce,55035,Curry and Chickpea Lettuce Wraps,4,
lettuce,3094,Simple Spinach Salad,3,
lettuce,14261,Pear Salad,3,
lettuce,46491,Tabouleh Salad,4,
lettuce,13053,Cold Lettuce Salad,5,
lettuce,36839,Crock Pot Tex-Mex Chicken Lettuce Wraps,4,
lettuce,36077,Lomi Lomi Lettuce Cups,5,
lettuce,41679,Hoffbrau Famous Salad,3,
lettuce,55759,Boston Citrus Salad,3,
lettuce,20097,Sunshine Superman Salad,3,
lettuce,49926,Avocado and Bacon Salad,3,
lettuce,35059,Mixed Greens Salad,4,
lettuce,30796,Hot Peaches with Lettuce Salad,4,
lettuce,32281,Mediterranean Black Bean Lettuce Wraps,4,
lettuce,7115,Appel Salade - Apple Salad,3,
lettuce,49152,Layered Tuna Salad - South Beach Diet,3,
lettuce,32156,Creamy Waldorf Salad,3,
lettuce,32962,Braised Lettuce With Peas and Lemon,4,
lettuce,42402,Weight Watchers Avocado-Citrus Salad (2 Points),3,
lettuce,27198,Healthy Heroes,3,
lettuce,42419,Cold Chicken Lettuce Wraps,4,
lettuce,46234,Romaine Salad With Anchovy Vinaigrette,4,
lettuce,31770,Lost_soul's Tuna Salad,3,
lettuce,47826,Grammy's Pineapple Salad Recipe,3,
lettuce,52085,Wortel Salade - Carrot Salad,3,
lettuce,45396,Avocado Bean Salad,3,
lettuce,10728,Easy Lettuce Soup,4,
lettuce,23692,Ham &amp; Fruit Toss,3,
lettuce,12429,Simple Garden Salad,3,
lettuce,15739,Mexican Salad,3,
lettuce,8728,Lettuce and Chive Salad  Korean Style (Mark Bittman),4,
lettuce,26388,Simple Salad,3,
lettuce,31981,Banana Salad,3,
lettuce,53473,Bunny Salad--Just for Kids,3,
lettuce,31431,Blood Regenerator (Juicer),3,
lettuce,33235,Greek Bean Pita Sandwich,3,
lettuce,33419,Spicy Beef Sandwich,3,
lettuce,43317,Spicy Tuna With Hummus and Red Bell Peppers,3,
lettuce,50315,Tuna Pasta Primavera Salad,3,
lettuce,43541,Green Salad with Apricots,3,
lettuce,54163,Spinach  Apple &amp; Pear Salad With Feta Cheese,3,
lettuce,48959,Pineapple Butterfly Salad-For Kids,3,
lettuce,9086,Hoisin-Orange Chicken Salad,3,
lettuce,56434,Ginger Lime Salad,3,
lettuce,50888,Peanut Butter Banana Salad,3,
lettuce,56432,Tangy Almond Orange Salad,3,
lettuce,14319,Chinese Black Rice Orange and Avocado Salad,3,
lettuce,9341,Mandarin Salad,3,
lettuce,28066,Citrus Sesame Salad,3,
lettuce,26330,Boston Fruit Salad,3,
lettuce,25340,Shrimp Salad,3,
lettuce,24712,Lettuce  Rolls  With  Jicama and  Avocado  Dressing,4,
lettuce,34438,Conchiglie Salad With Tuna &amp; Lettuce,4,
lettuce,4959,Fruit and Lettuce Salad With Orange-Yogurt Dressing,4,
lettuce,5468,Kellymac's Cranberry Walnut Salad,3,
lettuce,44308,Thai Turkey Lettuce Wraps,4,
lettuce,27271,Broccoli and Corn Garden Salad,3,
lettuce,45210,Strawberry Poppy Seed Salad,3,
lettuce,19799,Avocado Grapefruit Salad,3,
lettuce,20381,Avocado Burritos,3,
lettuce,15142,Nat's Romaine  Oranges and Avocado Salad,3,
lettuce,21695,The Realtor's Banana Split Salad,3,
lettuce,35464,Basil Cherry Tomatoes,3,
lettuce,5418,Strawberry and Orange Chicken Salad,3,
lettuce,4540,Cucumber Salad With Pineapple and Jalapeno,3,
lettuce,37777,Middle Eastern Salad Rolls,3,
lettuce,5480,Salad Nicoise,3,
lettuce,2321,Apple Broccoli Salad,3,
lettuce,28000,Sunday Supper Tuna Salad,3,
lettuce,55078,This is the Best Salad Ever!,2,
lettuce,20861,Healthy Lettuce Wraps,5,
lettuce,18400,Hearts of Romaine,4,
lettuce,30458,BBQ Ranch Salad,3,
lettuce,45996,Greek Pita Pockets,3,
lettuce,12854,Marinated Tomatoes,3,
lettuce,40385,Asian Turkey Lettuce Wraps,4,
lettuce,36075,Lomi Lomi Lettuce Cups,5,
lettuce,54539,Caesar Salad,4,
lettuce,39914,Rainbow Pasta Dinner,4,
lettuce,55774,Summertime and the Ginger and Tomato Salad is Easy,4,
lettuce,37064,Plum Restaurant's Chopped Romaine Cobb Salad,4,
lettuce,41196,Tofu Lettuce Wraps,4,
lettuce,29058,Asparagus Finger Salad,3,
lettuce,25732,Spicy Avocado Pita (South Beach Diet),3,dye end
pumpkin,43400,Baked Pumpkin With Shoyu,4,
pumpkin,3008,Pumpkin Pancakes with Pumpkin Maple Sauce,5,
pumpkin,23053,Pumpkin Pie Toast,5,
pumpkin,38349,Pumpkin Pie Applesauce,4,
pumpkin,34490,Pumpkin Yogurt Pudding,5,
pumpkin,23786,Gourd Drink,1,
pumpkin,39793,Pumpkin Pie Martini,4,
pumpkin,16741,Peter Pumpkin Eater's Stuffed Pumpkin Soup,3,
pumpkin,17998,Bamby's Fresh Home Made Pumpkin Pie,3,
pumpkin,41172,Pumpkin Soup,5,
pumpkin,21739,Mexican Pumpkin in Brown Sugar,3,
pumpkin,13798,Apple Pumpkin Dessert,3,
pumpkin,46031,Simple Diabetic Pumpkin Pie,4,
pumpkin,53699,Corn Chowder in Miniature Pumpkin Shells,3,
pumpkin,27733,My Welcome to Maine Fall Pumpkin Jam,3,
pumpkin,16499,A Meal in a Pumpkin,3,
pumpkin,19577,How to Cook / Bake / Roast a Real Pumpkin,5,
pumpkin,8287,Korean Pumpkin Soup,4,
pumpkin,54244,Cuban Pumpkin and Pasta Salad,3,
pumpkin,33066,Pumpkin Muffins,3,
pumpkin,3694,Fresh Pumpkin Puree,3,
pumpkin,38829,Pumpkin Brownies Simple &amp; Low-Fat,3,
pumpkin,18483,How to Roast a Pumpkin in 10 Easy Steps,4,
pumpkin,41430,Microwave Pumpkin Butter,3,
pumpkin,33115,Georgian Pumpkin Pudding,3,
pumpkin,51168,Baked Pumpkin Pudding,3,
pumpkin,43486,Easy Pumpkin Pudding,4,
pumpkin,52720,Pumpkin &amp; Zucchini With Rosemary,2,
pumpkin,38879,Pumpkin Pudding,3,
pumpkin,44215,Canning Pumpkin,4,
pumpkin,53229,Roast Pumpkin With Poppy Seeds,4,
pumpkin,37677,Roasted Pumpkin Puree,3,
pumpkin,55760,Pumpkin Pie Smoothie,3,
pumpkin,17672,Pumpkin Pie Granola,3,
pumpkin,15191,West Indian Pumpkin Soup,2,
pumpkin,50417,Pumpkin Pudding,3,
pumpkin,24157,Baked Pumpkin Pie Oatmeal,3,
pumpkin,55336,Pumpkin Pudding,3,
pumpkin,6440,Pumpkin and Tomato Soup,3,
pumpkin,40852,Candied Pumpkin Ice Cream Syrup,2,
pumpkin,37273,Dr. Oz. Energizing Breakfast: Canned Pumpkin Oatmeal,2,
pumpkin,8328,Dees Pumpkin Pie Oatmeal,3,
pumpkin,47298,Mom's Pumpkin Pie,3,
